energy,health,age,alive,planet_temp,planet_weather,hazards_count,inventory_food,inventory_water,inventory_materials,inventory_tools,successful_hunts,escapes,builds,trades,reproductions,attacks,gathers,explorations,hazard_radiation,hazard_toxic_gases,hazard_heat_stroke,hazard_freezing,action,action_success,decision_reason,tick,timestamp
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.849974
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.853008
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.858901
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.880614
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.900783
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.913017
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.919548
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.935110
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.947400
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.973625
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.988490
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.018871
41,92,7,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,7,2025-05-12T06:37:59.037051
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,7,2025-05-12T06:37:59.049521
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,7,2025-05-12T06:37:59.141425
34,92,8,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.160851
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.208830
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,8,2025-05-12T06:37:59.255308
27,92,9,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,9,2025-05-12T06:37:59.309187
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.364911
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.383122
20,92,10,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.445889
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.463075
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,10,2025-05-12T06:37:59.476624
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.900300
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.900608
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.906014
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.907136
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.907989
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.909102
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.914613
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,3,2025-05-12T06:37:58.916319
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,3,2025-05-12T06:37:58.918651
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.930663
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.936076
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.958133
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.979463
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.986420
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:59.001327
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.036599
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.082011
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.135685
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.145230
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.155043
41,92,7,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,EXPLORE,1,unknown,7,2025-05-12T06:37:59.169660
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.217577
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.226475
34,92,8,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.236385
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.248460
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.266515
27,92,9,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.287563
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.402748
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.420369
20,92,10,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.477389
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.842283
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,1,2025-05-12T06:37:58.842637
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.846674
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.847729
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.848616
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.853040
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.857175
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.862204
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.864473
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.867905
52,90,4,1,0,,0,9,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.874956
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.878196
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.882680
55,92,5,1,0,,0,8,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.889637
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.935463
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.957997
58,94,6,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.001744
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.013042
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.027017
41,92,7,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.036069
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.044473
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.078792
34,92,8,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.102004
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.196223
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.244350
27,92,9,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.308973
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.352053
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.366595
20,92,10,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,10,2025-05-12T06:37:59.391092
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.403471
78,92,1,1,0,,0,10,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,1,2025-05-12T06:37:58.805829
78,92,1,1,0,,0,10,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,1,2025-05-12T06:37:58.806359
78,92,1,1,0,,0,10,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,1,2025-05-12T06:37:58.808345
81,89,2,1,0,,0,9,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.816094
81,89,2,1,0,,0,9,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.817356
81,89,2,1,0,,0,9,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.818545
59,81,3,1,0,,0,9,9,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,3,2025-05-12T06:37:58.821872
59,81,3,1,0,,0,9,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,3,2025-05-12T06:37:58.823649
59,81,3,1,0,,0,9,9,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,3,2025-05-12T06:37:58.829030
62,78,4,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,4,2025-05-12T06:37:58.833741
62,78,4,1,0,,0,8,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,4,2025-05-12T06:37:58.843009
62,78,4,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,4,2025-05-12T06:37:58.853424
40,70,5,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,5,2025-05-12T06:37:58.857740
40,70,5,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,5,2025-05-12T06:37:58.862403
40,70,5,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,5,2025-05-12T06:37:58.870079
43,67,6,1,0,,0,7,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.916255
43,67,6,1,0,,0,7,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.941995
43,67,6,1,0,,0,7,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.980967
21,59,7,1,0,,0,7,7,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,7,2025-05-12T06:37:58.992057
21,59,7,1,0,,0,7,7,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,7,2025-05-12T06:37:58.999101
21,59,7,1,0,,0,7,7,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,7,2025-05-12T06:37:59.012258
24,56,8,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,8,2025-05-12T06:37:59.132627
24,56,8,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,8,2025-05-12T06:37:59.142319
24,56,8,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,8,2025-05-12T06:37:59.169511
2,48,9,1,0,,0,6,6,5,2,0,4,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,9,2025-05-12T06:37:59.196365
2,48,9,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,9,2025-05-12T06:37:59.237706
2,48,9,1,0,,0,6,6,5,2,0,4,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,9,2025-05-12T06:37:59.250397
5,45,10,1,0,,0,5,5,5,2,0,4,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,10,2025-05-12T06:37:59.325697
5,45,10,1,0,,0,5,5,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,10,2025-05-12T06:37:59.343012
5,45,10,1,0,,0,5,5,5,2,0,4,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,10,2025-05-12T06:37:59.354790
